layer,expert,total_mass,selectivity,top_category,share_computational,share_creative,share_factual,share_reasoning,share_social_ethical,share_symbolic
1,71,2055.8659057617188,0.424974543028094,symbolic,0.08043289811181545,0.056271196886932745,0.1642397820380285,0.15677308644308588,0.1173084934920434,0.424974543028094
1,72,1980.4251708984375,0.2443536263710931,factual,0.09680489147844291,0.061699274324515156,0.2443536263710931,0.18808815011523614,0.2023427783759788,0.20671127933473388
1,73,2042.355712890625,0.3146680367399921,reasoning,0.09246428989387231,0.03505897862037712,0.18794812831622873,0.3146680367399921,0.09507716763479099,0.27478339879473873
1,74,1661.71533203125,0.2690198587032825,factual,0.09319938657607724,0.053241911346197525,0.2690198587032825,0.2653787193379864,0.10059475762908539,0.21856536640737095
1,75,1461.9921875,0.3430143178721244,symbolic,0.07751840249018088,0.054992552168220805,0.2540029590937024,0.17195841237609213,0.09851335599967938,0.3430143178721244
1,76,2145.7495727539062,0.26822318980271936,symbolic,0.09894526848519374,0.04942177515784592,0.22735751697983736,0.2505189944885876,0.10553325508581603,0.26822318980271936
1,77,2085.530029296875,0.30870777543038314,symbolic,0.09192221654721644,0.036380526579922974,0.21789778457425732,0.24415630815523304,0.10093538871298713,0.30870777543038314
1,78,1360.1197814941406,0.2729569074773935,symbolic,0.08603951611012331,0.049943811092185146,0.1989514993861683,0.26955095207019414,0.12255731386393567,0.2729569074773935
1,79,1621.8641357421875,0.3348500573259199,symbolic,0.12151770344680325,0.0395972215312437,0.21265187906560368,0.2052587810115238,0.08612435761890565,0.3348500573259199
1,80,2609.93212890625,0.26909098375515256,symbolic,0.10186288818199557,0.0740896732190975,0.234233250348307,0.22207800505169087,0.09864519944375649,0.26909098375515256
1,81,2262.845947265625,0.28271229677523624,symbolic,0.06826266529299894,0.03987186006283354,0.2797110399534256,0.2309928223380036,0.09844931557750201,0.28271229677523624
1,82,1263.2327880859375,0.24362715676998664,reasoning,0.07947052313289306,0.06475491918898017,0.2344149623859836,0.24362715676998664,0.1482374140241736,0.22949502449798292
1,83,2574.0760498046875,0.2948832377895,reasoning,0.10289521455357611,0.034308332058050825,0.21082712712972376,0.2948832377895,0.06385743784829498,0.2932286506208543
1,84,1996.0385131835938,0.4306062163229505,symbolic,0.11521193942041265,0.02421526158303977,0.18676177285360912,0.16766095074487597,0.075543859075112,0.4306062163229505
1,85,2082.9486083984375,0.32823383693219127,symbolic,0.10582983634966184,0.0617470667678963,0.18527038538073778,0.20385465714420506,0.11506421742530774,0.32823383693219127
1,86,1557.9370727539062,0.3502040196212055,symbolic,0.0692541159552617,0.07349971739737933,0.22023051613890737,0.15580319104528728,0.13100843984195878,0.3502040196212055
1,87,934.58984375,0.37334838874840653,factual,0.15241478756974774,0.056521154207853544,0.37334838874840653,0.1706295322981756,0.0664378748615494,0.1806482623142672
1,88,1510.0159912109375,0.2701063237330226,factual,0.12989283552670883,0.046971188720240524,0.2701063237330226,0.19345740773421224,0.09242185016052076,0.267150394125295
1,89,1354.3026123046875,0.2867470546301226,factual,0.09439010344544438,0.04155952973591203,0.2867470546301226,0.2714210090867981,0.12249082806921337,0.1833914750325095
1,90,1792.839111328125,0.31651730265355515,symbolic,0.09683618191892687,0.03946261637381461,0.16023224173752215,0.31492050963924545,0.07203114767693579,0.31651730265355515
1,91,1867.730224609375,0.2570845974032391,factual,0.10573364985569701,0.04317383950768494,0.2570845974032391,0.24919508882290098,0.11320454318782602,0.23160828122265195
1,92,2049.500732421875,0.3486465060624164,reasoning,0.10484296444625245,0.0575949506566898,0.18663987215827024,0.3486465060624164,0.06352061495540966,0.2387550917209615
1,93,1714.0805053710938,0.241427429171476,factual,0.06297321611857784,0.08732588304981272,0.241427429171476,0.1935558946633957,0.1977201911656651,0.21699738583107267
